spoke,54,32,32,32,32,32,32,32,32,32
theorists,0,0,0,0,0,0,0,0,0,0
approved,0,1,1,1,1,1,1,1,1,1
jkenney,0,0,0,0,0,0,0,0,0,0
blockc,0,0,0,0,0,0,0,0,0,0
customs,0,0,0,0,0,0,0,0,0,0
60916,0,0,0,0,0,0,0,0,0,0
prioritization,0,0,0,0,0,0,0,0,0,0
soriot,0,30,30,30,30,30,30,30,30,30
poorly,0,0,0,0,0,0,0,0,0,0
telling,0,2,2,2,2,2,2,2,2,2
hosting,0,0,0,0,0,0,0,0,0,0
slowing,0,0,0,0,0,0,0,0,0,0
karachi,0,0,0,0,0,0,0,0,0,0
thedauk,0,0,0,0,0,0,0,0,0,0
kristindonnelly,0,0,0,0,0,0,0,0,0,0
selfish,6,32,32,32,32,32,32,32,32,32
willjhrt,0,0,0,0,0,0,0,0,0,0
resigned,0,0,0,0,0,0,0,0,0,0
ordered,1,2,2,2,2,2,2,2,2,2
approves,0,0,0,0,0,0,0,0,0,0
destroyed,0,0,0,0,0,0,0,0,0,0
norway,0,0,0,0,0,0,0,0,0,0
november,0,0,0,0,0,0,0,0,0,0
replic,96,99,99,99,99,99,99,99,99,99
suffered,0,0,0,0,0,0,0,0,0,0
parismarx,1952,1162,1162,1162,1162,1162,1162,1162,1162,1162
making,3,5,5,5,5,5,5,5,5,5
stphane,0,0,0,0,0,0,0,0,0,0
trahvv,0,0,0,0,0,0,0,0,0,0
ramping,0,1,1,1,1,1,1,1,1,1
ensuring,0,0,0,0,0,0,0,0,0,0
drdagly,0,0,0,0,0,0,0,0,0,0
primalpolitical,0,0,0,0,0,0,0,0,0,0
mehboob,0,0,0,0,0,0,0,0,0,0
taking,4,19,19,19,19,19,19,19,19,19
loved,0,0,0,0,0,0,0,0,0,0
chills,0,0,0,0,0,0,0,0,0,0
poorer,18,13,13,13,13,13,13,13,13,13
berniespofforth,4,21,21,21,21,21,21,21,21,21
schools,2,22,22,22,22,22,22,22,22,22
sartoriusglobal,0,0,0,0,0,0,0,0,0,0
thats,119,73,73,73,73,73,73,73,73,73
women,68,59,59,59,59,59,59,59,59,59
165714,0,0,0,0,0,0,0,0,0,0
44000,0,0,0,0,0,0,0,0,0,0
increas,0,0,0,0,0,0,0,0,0,0
deitaone,0,0,0,0,0,0,0,0,0,0
kentucky,0,0,0,0,0,0,0,0,0,0
morrison,74,50,50,50,50,50,50,50,50,50
gaming,0,0,0,0,0,0,0,0,0,0
retweet,67,41,41,41,41,41,41,41,41,41
asian,12,19,19,19,19,19,19,19,19,19
premier,14,34,34,34,34,34,34,34,34,34
allergic,0,0,0,0,0,0,0,0,0,0
countys,0,0,0,0,0,0,0,0,0,0
dinging,0,0,0,0,0,0,0,0,0,0
infect,16,16,16,16,16,16,16,16,16,16
rtenews,0,0,0,0,0,0,0,0,0,0
biggest,79,92,92,92,92,92,92,92,92,92
antonioguterres,0,0,0,0,0,0,0,0,0,0
marjorie,0,0,0,0,0,0,0,0,0,0
macron,2,1,1,1,1,1,1,1,1,1
wales,0,0,0,0,0,0,0,0,0,0
christmas,0,0,0,0,0,0,0,0,0,0
markets,0,1,1,1,1,1,1,1,1,1
arizona,9,7,7,7,7,7,7,7,7,7
efficacyxa0of,0,0,0,0,0,0,0,0,0,0
picardonhealth,24,14,14,14,14,14,14,14,14,14
times,8,6,6,6,6,6,6,6,6,6
encourag,84,58,58,58,58,58,58,58,58,58
comments,0,1,1,1,1,1,1,1,1,1
20000,0,0,0,0,0,0,0,0,0,0
damning,0,0,0,0,0,0,0,0,0,0
148350,0,0,0,0,0,0,0,0,0,0
chooses,0,0,0,0,0,0,0,0,0,0
probe,144,72,72,72,72,72,72,72,72,72
jennerinstitute,0,0,0,0,0,0,0,0,0,0
traveled,0,0,0,0,0,0,0,0,0,0
roelofsesantie,0,0,0,0,0,0,0,0,0,0
capita,21,21,21,21,21,21,21,21,21,21
caught,20,30,30,30,30,30,30,30,30,30
gotten,47,57,57,57,57,57,57,57,57,57
segaleran,0,0,0,0,0,0,0,0,0,0
japan,11,31,31,31,31,31,31,31,31,31
worked,1,2,2,2,2,2,2,2,2,2
havent,2,8,8,8,8,8,8,8,8,8
creating,0,0,0,0,0,0,0,0,0,0
shots,3,13,13,13,13,13,13,13,13,13
distr,3,7,7,7,7,7,7,7,7,7
biotech,48,29,29,29,29,29,29,29,29,29
muslim,8,16,16,16,16,16,16,16,16,16
toronto,7,6,6,6,6,6,6,6,6,6
dollars,0,0,0,0,0,0,0,0,0,0
strains,0,1,1,1,1,1,1,1,1,1
proving,0,0,0,0,0,0,0,0,0,0
worries,0,0,0,0,0,0,0,0,0,0
reported,0,1,1,1,1,1,1,1,1,1
refused,0,0,0,0,0,0,0,0,0,0
accused,0,0,0,0,0,0,0,0,0,0
35000,0,0,0,0,0,0,0,0,0,0
cwunews,0,0,0,0,0,0,0,0,0,0
lottery,0,0,0,0,0,0,0,0,0,0
services,0,0,0,0,0,0,0,0,0,0
refuses,0,0,0,0,0,0,0,0,0,0
barbarastarrcnn,0,6,6,6,6,6,6,6,6,6
demanded,0,0,0,0,0,0,0,0,0,0
paying,0,0,0,0,0,0,0,0,0,0
leifermd,0,0,0,0,0,0,0,0,0,0
homes,1,1,1,1,1,1,1,1,1,1
starts,0,0,0,0,0,0,0,0,0,0
acquired,0,0,0,0,0,0,0,0,0,0
tompeck,0,2,2,2,2,2,2,2,2,2
swayne,0,0,0,0,0,0,0,0,0,0
