Term,TF-IDF
trials,0.0015861376
theyre,0.0015855806
behind,0.0015854407
abortion,0.0015844604
spread,0.0015818654
eligible,0.001573482
cases,0.001573228
science,0.0015715075
matthancock,0.0015684658
read,0.001568138
choice,0.0015645041
having,0.0015596555
takes,0.0015511073
starting,0.0015493822
question,0.0015482149
local,0.0015414379
morning,0.0015407555
though,0.0015397462
per,0.0015359073
anything,0.0015337606
told,0.0015327027
doctor,0.0015308751
access,0.0015306515
supply,0.0015199943
within,0.0015131845
step,0.0015067953
sites,0.0015066265
borisjohnson,0.001501401
bad,0.0014909145
best,0.0014870698
front,0.0014855738
strategy,0.0014848671
scientists,0.0014831853
thread,0.0014791915
important,0.0014782083
through,0.0014739038
believe,0.0014723005
bet,0.0014718801
modi,0.0014710926
narendramodi,0.0014693559
frontline,0.0014690044
county,0.0014640618
residents,0.0014640092
yes,0.001463231
jan,0.0014628576
part,0.0014612281
receiving,0.0014610793
nation,0.0014602967
means,0.0014597751
instead,0.0014594045
life,0.0014585654
approval,0.001457721
including,0.0014575488
less,0.0014561898
immunity,0.001454619
someone,0.0014519395
number,0.0014513981
trial,0.001450593
schedule,0.0014485633
far,0.0014395932
group,0.001438397
china,0.0014359213
look,0.0014334576
scientific,0.001433121
variant,0.0014277018
enough,0.0014272546
run,0.0014272262
working,0.0014241383
times,0.0014240895
ksorbs,0.0014157301
him,0.001415626
indian,0.0014146125
others,0.0014121503
asked,0.0014116025
choose,0.001407664
under,0.0014069357
used,0.0014068509
programme,0.0014066967
thanks,0.0014051192
governor,0.0014041654
company,0.0014014647
least,0.0013978691
big,0.0013951911
flu,0.0013882215
twitter,0.0013870727
update,0.0013852152
havent,0.0013849684
boris,0.0013849598
job,0.0013833737
gets,0.0013803161
youre,0.00137741
actually,0.0013717508
offered,0.0013694644
thank,0.0013691181
daily,0.0013595658
didnt,0.001357555
lot,0.0013544256
things,0.0013503052
own,0.0013493146
once,0.0013463339
watch,0.001344907
school,0.0013446304
trying,0.001341439
across,0.0013412354
waiting,0.0013393215
turn,0.0013385669
questions,0.0013380842
wants,0.001331993
ago,0.0013264174
needs,0.0013257366
full,0.0013242789
nothing,0.001321384
efficacy,0.00131949
between,0.0013176089
point,0.001315935
drunk,0.0013143219
soon,0.0013135187
chilis,0.0013111157
everydaycaitlin,0.001309709
fake,0.0013095936
stay,0.0013066551
jab,0.0013053283
hes,0.0013037785
undocumented,0.0013018693
covidiots,0.0012995106
find,0.0012972455
protect,0.0012969925
lives,0.0012948303
away,0.0012940827
march,0.0012914833
fine,0.0012869395
nurse,0.0012863902
real,0.0012857838
based,0.0012839233
control,0.0012832349
africa,0.00128315
ewarren,0.001282162
global,0.0012818219
rate,0.0012797735
billgates,0.0012787497
federal,0.001275738
heres,0.0012726788
mask,0.0012699206
innovation,0.0012676076
delivery,0.0012663141
ask,0.0012640347
testing,0.0012616847
early,0.0012590957
fucking,0.0012574774
able,0.001255829
night,0.0012549915
death,0.0012548792
swamy39,0.0012533697
administration,0.0012530097
site,0.0012515208
simple,0.0012464836
forward,0.0012377318
slow,0.0012344857
capability,0.001229802
side,0.0012291641
developed,0.0012259716
ready,0.0012223149
worry,0.0012204961
keep,0.0012194461
positive,0.0012183205
mutation,0.0012154663
mean,0.0012152956
forced,0.0012145577
elderly,0.001208342
man,0.0012077591
chief,0.00120744
list,0.0012073616
eeberquist,0.001205952
qimweonmxo,0.0012055694
called,0.0012038272
response,0.0012016328
pass,0.0012013075
shots,0.0012009208
whole,0.001199333
seen,0.0011975946
economy,0.0011974712
rich,0.0011965168
possible,0.0011930935
hours,0.0011915575
mandates,0.0011881852
vacc,0.0011877511
month,0.001184059
using,0.0011828083
might,0.001181806
coming,0.0011815736
top,0.0011797969
doctors,0.0011797128
found,0.0011758987
making,0.0011758216
change,0.0011723823
appears,0.0011701545
speed,0.0011662801
idea,0.0011630559
centres,0.0011590137
preventable,0.001152428
video,0.0011523877
looking,0.001151113
party,0.0011446881
post,0.0011445865
asking,0.0011444429
such,0.0011438206
ahead,0.001139441
pharmacist,0.001137888
wide,0.00113717
clinics,0.0011364009
teachers,0.0011331616
show,0.0011322676
yesterday,0.0011321355
orwell,0.001131509
program,0.0011312793
orwellian,0.0011309278
tuberculosis,0.0011303201
manufacturing,0.0011288673
govrondesantis,0.0011250415
hard,0.0011196954
tape,0.0011192218
centre,0.0011174037
system,0.0011173656
keirstarmer,0.0011170496
appointment,0.0011072147
proud,0.0011068743
quick,0.0011032824
feel,0.0011026664
safety,0.0011015153
children,0.001100261
effects,0.0011002095
schools,0.0010999704
become,0.0010996023
try,0.001099288
ontario,0.0010985201
citizens,0.0010970989
wish,0.001096443
team,0.0010959402
murderxbryan,0.0010956384
folks,0.0010956131
entire,0.0010934497
problem,0.0010932029
older,0.0010926579
cost,0.001088
social,0.0010866688
experts,0.0010862539
tweet,0.0010807718
order,0.0010794332
fact,0.0010781068
started,0.0010761885
bill,0.0010753102
body,0.0010741365
clear,0.0010712206
share,0.0010700835
army,0.0010688698
follow,0.0010686399
late,0.0010646594
moment,0.0010637805
palestinians,0.0010617853
vaccina,0.0010617139
chinese,0.0010613957
distributed,0.0010596835
happy,0.0010590506
incredible,0.0010589692
scientist,0.0010586198
information,0.0010586183
emergency,0.0010582036
brilliant,0.0010575932
key,0.0010575659
ani,0.0010553168
100,0.0010545141
left,0.0010531533
seniors,0.0010508032
nursing,0.001050684
announced,0.001049821
story,0.0010472598
ill,0.0010456942
understand,0.0010407573
numbers,0.0010400614
prime,0.0010362653
desantis,0.0010324909
infected,0.0010315335
gave,0.001030624
chip,0.0010301105
pop,0.0010297038
single,0.0010273847
tell,0.0010268622
process,0.0010267132
botch,0.0010215013
vaccin,0.0010197002
likely,0.0010193099
2020,0.0010172776
study,0.001014616
due,0.001014174
true,0.0010113599
chrislhayes,0.0010099248
text,0.0010064599
arent,0.0010028835
officials,0.0010024618
case,0.0010017015
three,0.0010012047
adverse,0.0010000633
fight,9.987812E-4
vac,9.975969E-4
jameshamblin,9.973103E-4
masks,9.942515E-4
sign,9.914284E-4
ministers,9.89749E-4
close,9.89122E-4
politics,9.826748E-4
something,9.819807E-4
rolling,9.815571E-4
british,9.791496E-4
cnn,9.77869E-4
thousands,9.771299E-4
agree,9.7591995E-4
millions,9.714588E-4
bjp,9.692699E-4
continue,9.692522E-4
wear,9.691168E-4
sinovac,9.681312E-4
greatest,9.6721156E-4
1st,9.641822E-4
stadium,9.6182636E-4
covishield,9.5675397E-4
absolutely,9.549253E-4
vacci,9.5437816E-4
challenges,9.4760454E-4
money,9.472174E-4
business,9.46683E-4
stupid,9.466732E-4
inauguration,9.461757E-4
general,9.461197E-4
tomorrow,9.451952E-4
administer,9.404792E-4
begin,9.40268E-4
forget,9.3842676E-4
variants,9.3635585E-4
england,9.35747E-4
fighting,9.354226E-4
genocide,9.351115E-4
calling,9.3386654E-4
pay,9.32619E-4
appointments,9.3090365E-4
youve,9.280012E-4
16th,9.277539E-4
seems,9.262202E-4
broke,9.248455E-4
reason,9.2454546E-4
worst,9.241604E-4
always,9.1915106E-4
refusing,9.1842405E-4
community,9.171811E-4
remember,9.1538485E-4
election,9.132188E-4
denying,9.1309357E-4
sitting,9.084249E-4
400000,9.0528995E-4
fast,9.0386835E-4
shit,9.0363296E-4
almost,9.0345106E-4
hubs,9.0323645E-4
brazil,9.025964E-4
faced,9.0219924E-4
plans,9.013617E-4
halloween,9.0059324E-4
maybe,9.0035744E-4
course,8.996891E-4
piersmorgan,8.97281E-4
spirit,8.9601707E-4
governments,8.958366E-4
queen,8.9531875E-4
dear,8.9411135E-4
nyc,8.9389854E-4
save,8.9358434E-4
strategist,8.918546E-4
dhm,8.907409E-4
allowed,8.886935E-4
scam,8.874005E-4
bharatbiotech,8.8732876E-4
age,8.870905E-4
police,8.867411E-4
zahawi,8.8591763E-4
massive,8.8570634E-4
needed,8.847323E-4
little,8.843602E-4
status,8.8268355E-4
makes,8.8247703E-4
article,8.7931467E-4
operational,8.7882084E-4
plants,8.7773317E-4
eugenics,8.7752246E-4
according,8.737243E-4
gates,8.7230746E-4
leaders,8.7226817E-4
jabs,8.7091717E-4
total,8.7085756E-4
answer,8.7069377E-4
surge,8.6651987E-4
politicians,8.6589047E-4
latest,8.652674E-4
union,8.643325E-4
dies,8.63767E-4
saving,8.623443E-4
efforts,8.6004066E-4
2000,8.5959217E-4
members,8.5694075E-4
sick,8.5679814E-4
whether,8.5547403E-4
wrong,8.549654E-4
britain,8.542948E-4
tested,8.4813056E-4
black,8.4778544E-4
fantastic,8.4553106E-4
katyjayne101,8.438306E-4
buy,8.4168656E-4
potential,8.4084016E-4
literally,8.3828514E-4
report,8.36887E-4
reactions,8.344339E-4
critical,8.3096273E-4
repeatedly,8.3023036E-4
provide,8.299555E-4
multiple,8.298982E-4
love,8.297478E-4
online,8.291738E-4
clamour,8.280703E-4
nurses,8.278685E-4
landmark,8.259268E-4
serum,8.249288E-4
immune,8.2477304E-4
offer,8.243385E-4
pre,8.228214E-4
hundreds,8.223194E-4
gmb,8.217704E-4
heard,8.211686E-4
research,8.208365E-4
americans,8.208036E-4
term,8.1970944E-4
receives,8.1920973E-4
essential,8.1841584E-4
rna,8.155507E-4
rolled,8.149227E-4
sense,8.140022E-4
current,8.138937E-4
cdc,8.135168E-4
following,8.129678E-4
gps,8.120977E-4
claim,8.120864E-4
department,8.1201526E-4
fordnation,8.118222E-4
israeli,8.10164E-4
campaign,8.0954324E-4
release,8.087123E-4
telling,8.070014E-4
reuters,8.0581446E-4
huge,8.0484926E-4
join,8.037778E-4
skynews,8.013973E-4
quickly,8.0106896E-4
talking,8.000376E-4
canada,7.9893146E-4
scotland,7.9543464E-4
herd,7.9478504E-4
arm,7.946874E-4
friends,7.9413835E-4
realdonaldtrump,7.9202885E-4
disneyland,7.9194043E-4
hancock,7.9164834E-4
worker,7.9086993E-4
among,7.872442E-4
american,7.864102E-4
eventbrite,7.8567833E-4
deliver,7.8466255E-4
poor,7.845011E-4
california,7.832407E-4
leader,7.8146305E-4
lockdowns,7.811627E-4
infection,7.8107725E-4
painles,7.80892E-4
4000,7.808764E-4
biotechs,7.796148E-4
gonna,7.770247E-4
serious,7.7700964E-4
together,7.758211E-4
living,7.739907E-4
die,7.737166E-4
hear,7.728113E-4
elect,7.7268516E-4
place,7.725564E-4
political,7.7172095E-4
track,7.713458E-4
comes,7.706996E-4
effort,7.6949666E-4
prevent,7.6856994E-4
shared,7.6804915E-4
exactly,7.678047E-4
meeting,7.677969E-4
each,7.6612254E-4
paid,7.660642E-4
australia,7.655199E-4
morrison,7.64662E-4
guy,7.607615E-4
clinical,7.6018384E-4
nadhimzahawi,7.5684726E-4
rules,7.568414E-4
senior,7.5602566E-4
took,7.5405533E-4
check,7.537655E-4
dying,7.537323E-4
closed,7.5289316E-4
issue,7.5132976E-4
theyve,7.492394E-4
fil,7.4855005E-4
reports,7.4622314E-4
germany,7.459716E-4
press,7.4478984E-4
low,7.437211E-4
opening,7.4352184E-4
logistics,7.421574E-4
shows,7.411652E-4
rather,7.4097345E-4
details,7.3998433E-4
disease,7.390308E-4
tests,7.381788E-4
andrew,7.380853E-4
feeling,7.380682E-4
joe,7.3777366E-4
deal,7.374914E-4
allow,7.361894E-4
healthy,7.358305E-4
thrus,7.337314E-4
finally,7.3300395E-4
west,7.311538E-4
500,7.3102827E-4
gone,7.303658E-4
impeachment,7.28319E-4
else,7.2767463E-4
chik,7.2720385E-4
homes,7.2707987E-4
calls,7.264785E-4
race,7.264364E-4
fuck,7.2508596E-4
nadhim,7.248104E-4
despite,7.243733E-4
hand,7.2408374E-4
special,7.237732E-4
different,7.223702E-4
round,7.220127E-4
tweeted,7.218188E-4
dna,7.217352E-4
nearly,7.2166E-4
record,7.216591E-4
eboknowss,7.2142825E-4
worse,7.211227E-4
donaldjtrumpjr,7.2096597E-4
went,7.2091265E-4
super,7.195209E-4
currently,7.191996E-4
expect,7.189531E-4
friend,7.1861554E-4
shut,7.183334E-4
theorist,7.178336E-4
blair,7.170554E-4
blame,7.167374E-4
strain,7.1620947E-4
history,7.1602245E-4
rest,7.1492966E-4
bought,7.1436766E-4
short,7.134528E-4
third,7.131723E-4
guys,7.1309804E-4
expected,7.118801E-4
cms,7.116637E-4
queue,7.1113626E-4
secured,7.1102404E-4
non,7.107437E-4
united,7.098356E-4
tells,7.0907816E-4
becomes,7.088995E-4
talk,7.078568E-4
sir,7.0765143E-4
biggest,7.075356E-4
flag,7.069013E-4
human,7.0667075E-4
thinking,7.066264E-4
institute,7.062532E-4
yorkers,7.0593035E-4
kill,7.057027E-4
foreign,7.011666E-4
ron,7.0073415E-4
sclerosis,7.000554E-4
god,6.996011E-4
chinas,6.987655E-4
trumps,6.987107E-4
dead,6.9861964E-4
complete,6.9861196E-4
drug,6.9755054E-4
move,6.9500896E-4
african,6.947648E-4
led,6.9469836E-4
protection,6.931794E-4
house,6.9229206E-4
statement,6.917171E-4
malls,6.912815E-4
reported,6.908738E-4
faster,6.898194E-4
several,6.89801E-4
white,6.8959506E-4
false,6.87909E-4
bit,6.873078E-4
largest,6.8677054E-4
word,6.8654655E-4
reporter,6.854949E-4
sent,6.853419E-4
citizenship,6.84034E-4
later,6.8308174E-4
name,6.823554E-4
restrictions,6.7904283E-4
completely,6.7897246E-4
worried,6.7734893E-4
boyfriend,6.769988E-4
figure,6.7668414E-4
covid19vaccine,6.7653594E-4
face,6.7618344E-4
doctoroxford,6.7580916E-4
looks,6.754106E-4
hey,6.746339E-4
example,6.7461067E-4
running,6.738208E-4
hectorealcala,6.7376986E-4
meanwhile,6.728571E-4
outside,6.700006E-4
expert,6.69375E-4
administering,6.6892814E-4
probably,6.676457E-4
viral,6.6718296E-4
saketgokhale,6.671809E-4
bhopal,6.6641497E-4
seeing,6.662761E-4
checks,6.651905E-4
simply,6.650071E-4
borders,6.649252E-4
parliament,6.6320173E-4
goes,6.606619E-4
efficient,6.604265E-4
normal,6.6017435E-4
whos,6.5715297E-4
cold,6.5501465E-4
interesting,6.5440434E-4
dr2nisreenalwan,6.542041E-4
wow,6.5332185E-4
crisis,6.5283076E-4
cov,6.50907E-4
yall,6.4887054E-4
along,6.4768817E-4
evidence,6.47413E-4
sorry,6.471576E-4
transmission,6.471181E-4
shown,6.462698E-4
dry,6.434168E-4
hour,6.4232573E-4
date,6.406694E-4
jetted,6.398317E-4
mitchelllwell,6.389317E-4
goal,6.375911E-4
labor,6.3740776E-4
drdavidsamadi,6.369796E-4
chance,6.359506E-4
drharshvardhan,6.359502E-4
wouldnt,6.345048E-4
level,6.34303E-4
rexchapman,6.335579E-4
lock,6.3269556E-4
university,6.311767E-4
meatpacking,6.294254E-4
development,6.2876404E-4
bbcnews,6.2867976E-4
bank,6.280518E-4
asap,6.275232E-4
deeply,6.2719145E-4
pharmacy,6.2695396E-4
mayor,6.267306E-4
happening,6.2590325E-4
wanted,6.2587945E-4
father,6.2583404E-4
sight,6.2493753E-4
law,6.247694E-4
turned,6.2431826E-4
tony,6.238954E-4
lol,6.237715E-4
injected,6.2350725E-4
quintabrunson,6.234702E-4
holding,6.23291E-4
women,6.2282826E-4
listen,6.2264927E-4
stock,6.2253186E-4
spectatorindex,6.223188E-4
distracting,6.2195736E-4
israels,6.210877E-4
wonder,6.208372E-4
policy,6.202504E-4
education,6.2023854E-4
190,6.1792537E-4
emanews,6.178063E-4
doc,6.177553E-4
decision,6.1704044E-4
delivered,6.169294E-4
gavinnewsom,6.169042E-4
large,6.163726E-4
hands,6.1614654E-4
small,6.158801E-4
focus,6.15307E-4
sharma,6.148841E-4
contract,6.140202E-4
self,6.129343E-4
official,6.124696E-4
travel,6.123472E-4
taken,6.12208E-4
tha,6.118025E-4
dangerous,6.116658E-4
warning,6.1102636E-4
book,6.1017735E-4
december,6.096636E-4
delay,6.094922E-4
kind,6.082862E-4
david,6.0722453E-4
georgia,6.070922E-4
pharmacies,6.062569E-4
ford,6.0606515E-4
practices,6.053347E-4
reporting,6.048782E-4
failure,6.044936E-4
failed,6.035821E-4
exclusive,6.034683E-4
watching,6.0335896E-4
matter,6.026679E-4
yeah,6.021349E-4
wisconsin,6.019968E-4
permit,6.013616E-4
head,6.0097413E-4
either,6.009641E-4
chris,6.001693E-4
prince,5.996751E-4
excitements,5.9853506E-4
continues,5.981438E-4
venues,5.9808476E-4
kms,5.9796957E-4
vials,5.9717847E-4
involved,5.968157E-4
gop,5.963683E-4
register,5.946192E-4
tried,5.945847E-4
plandemic,5.9432E-4
hold,5.9399236E-4
opinion,5.939736E-4
updates,5.937467E-4
providers,5.9279357E-4
hell,5.927527E-4
criticism,5.92443E-4
european,5.924392E-4
brow,5.9165835E-4
procurement,5.9156446E-4
mid,5.912927E-4
200,5.91078E-4
leading,5.9083744E-4
patient,5.900245E-4
reading,5.891736E-4
gobbling,5.8796746E-4
gotten,5.879207E-4
billion,5.8672036E-4
ricketts,5.8662635E-4
future,5.864272E-4
collapsing,5.8636715E-4
extra,5.862981E-4
pbhushan1,5.855877E-4
additional,5.854632E-4
published,5.852623E-4
experimental,5.849404E-4
past,5.848614E-4
dealing,5.848275E-4
reminder,5.8474834E-4
quite,5.838766E-4
lead,5.836868E-4
texas,5.8368465E-4
actual,5.836796E-4
longer,5.833127E-4
congress,5.832917E-4
ladakh,5.8298506E-4
kids,5.8267615E-4
registered,5.818867E-4
member,5.813552E-4
volunteer,5.8115955E-4
ones,5.8037E-4
horizon,5.8020646E-4
worlds,5.7963276E-4
gives,5.790742E-4
marklevinenyc,5.78956E-4
claiming,5.78927E-4
planning,5.786531E-4
nhsuk,5.7781575E-4
king,5.7772896E-4
offering,5.76818E-4
mom,5.766913E-4
target,5.749764E-4
seem,5.748847E-4
happen,5.7486264E-4
dad,5.7440234E-4
basically,5.7377864E-4
hasnt,5.7365344E-4
pogo,5.735803E-4
mandatory,5.731086E-4
director,5.7308335E-4
refuse,5.727399E-4
closures,5.725868E-4
woman,5.725682E-4
alexberenson,5.72443E-4
putting,5.722334E-4
feb,5.7176535E-4
lost,5.713124E-4
situation,5.711844E-4
include,5.708059E-4
action,5.6832074E-4
ways,5.6672684E-4
guess,5.6549563E-4
swadeshi,5.647241E-4
highest,5.639143E-4
1ry42h7vkv,5.638785E-4
isawken,5.638785E-4
behaviour,5.6296686E-4
mind,5.628462E-4
website,5.626202E-4
fda,5.624188E-4
tonight,5.623946E-4
astra,5.618242E-4
learn,5.609978E-4
amazing,5.607224E-4
challenge,5.6026626E-4
totally,5.602382E-4
matt,5.591033E-4
changed,5.5838993E-4
meet,5.5802433E-4
taxes,5.5800186E-4
todays,5.5773574E-4
peoples,5.576196E-4
shouldnt,5.5741775E-4
explain,5.5730436E-4
confirmed,5.56905E-4
faheemyounus,5.563677E-4
came,5.56017E-4
arms,5.558198E-4
lack,5.550517E-4
message,5.549661E-4
himself,5.541865E-4
common,5.54174E-4
rapid,5.539103E-4
nigeria,5.5370014E-4
constantly,5.5351696E-4
speaking,5.53472E-4
parents,5.5333914E-4
spreading,5.5289053E-4
nebraska,5.5284775E-4
computer,5.526887E-4
smuggling,5.525588E-4
bring,5.52514E-4
etc,5.519499E-4
cancelled,5.5046385E-4
peopl,5.4973393E-4
funds,5.4952514E-4
task,5.4925174E-4
contact,5.486975E-4
debate,5.481292E-4
aware,5.465491E-4
info,5.46426E-4
surprising,5.461699E-4
introduce,5.460739E-4
distribute,5.4604287E-4
couldnt,5.4599997E-4
opposition,5.445981E-4
cause,5.4452545E-4
companies,5.430808E-4
mother,5.429519E-4
theories,5.419448E-4
damn,5.4147356E-4
independent,5.411454E-4
results,5.405816E-4
pro,5.4037065E-4
ppl,5.396217E-4
ifyouseekkae,5.3931994E-4
trudeau,5.381713E-4
labour,5.380036E-4
volunteers,5.3779327E-4
phone,5.377509E-4
yourself,5.363691E-4
reach,5.362205E-4
beginning,5.361E-4
republicans,5.3534267E-4
signed,5.3520635E-4
recently,5.3465634E-4
coronavir,5.340153E-4
unpopular,5.3347735E-4
meat,5.319765E-4
beat,5.307875E-4
immediately,5.304459E-4
throwing,5.289986E-4
private,5.288607E-4
cut,5.287774E-4
pleased,5.283167E-4
ltc,5.2806997E-4
guidance,5.2774214E-4
war,5.2746467E-4
wife,5.2647386E-4
unused,5.261149E-4
forgiven,5.257453E-4
slackademic,5.257188E-4
janicedean,5.2569795E-4
bills,5.2562857E-4
especially,5.2539725E-4
regarding,5.250082E-4
slovxw7gvw,5.2488403E-4
drtomfrieden,5.247457E-4
apply,5.246266E-4
repmattgaetz,5.2443374E-4
link,5.242309E-4
stimulus,5.2372337E-4
reasons,5.2364817E-4
concerns,5.236314E-4
account,5.232461E-4
hits,5.230727E-4
shamuskhan,5.2286946E-4
issues,5.227905E-4
production,5.2244286E-4
nobody,5.2179483E-4
pressure,5.2171986E-4
initially,5.213541E-4
february,5.211922E-4
sets,5.2091695E-4
july,5.2082026E-4
chrischirp,5.20669E-4
field,5.1985116E-4
inside,5.1949976E-4
campbellclaret,5.194979E-4
europe,5.1942345E-4
limited,5.1766535E-4
whilst,5.174421E-4
delayed,5.1697396E-4
explainer,5.1676965E-4
shashitharoor,5.160873E-4
light,5.159028E-4
kingdom,5.158229E-4
briefing,5.156875E-4
society,5.145744E-4
arrived,5.1409105E-4
announces,5.136935E-4
nice,5.1307736E-4
app,5.130759E-4
wednesday,5.123723E-4
pretty,5.122588E-4
brian,5.1223754E-4
aged,5.119701E-4
wanna,5.107151E-4
iatse,5.0945644E-4
govricketts,5.090794E-4
clicking,5.0906424E-4
france,5.089269E-4
rajat,5.0875393E-4
wondering,5.080276E-4
center,5.078059E-4
refresh,5.075149E-4
service,5.0731696E-4
fear,5.0704676E-4
attention,5.069797E-4
decided,5.064514E-4
