Term,Sax String,ClusterId
5.0,10.0,1
7.0,10.0,2
7.0,10.0,2
6.0,10.0,4
6.0,10.0,4
11.0,10.0,6
6.0,10.0,4
4.0,10.0,8
11.0,10.0,6
8.0,10.0,10
3.0,10.0,11
5.0,10.0,1
6.0,9.0,13
13.0,10.0,0
8.0,10.0,10
6.0,9.0,13
8.0,10.0,10
5.0,10.0,1
5.0,10.0,1
6.0,10.0,4
4.0,10.0,8
8.0,10.0,10
12.0,10.0,23
7.0,10.0,2
4.0,10.0,8
7.0,10.0,2
9.0,9.0,27
6.0,10.0,4
3.0,10.0,11
6.0,10.0,4
14.0,10.0,0
4.0,10.0,8
6.0,10.0,4
8.0,10.0,10
7.0,10.0,2
7.0,10.0,2
5.0,10.0,1
7.0,10.0,2
11.0,10.0,6
10.0,10.0,40
10.0,10.0,40
4.0,10.0,8
10.0,10.0,40
4.0,10.0,8
7.0,10.0,2
4.0,10.0,8
8.0,10.0,10
5.0,10.0,1
9.0,10.0,49
4.0,10.0,8
9.0,10.0,49
7.0,10.0,2
5.0,10.0,1
10.0,10.0,40
3.0,10.0,11
10.0,10.0,40
4.0,10.0,8
8.0,10.0,10
6.0,10.0,4
9.0,10.0,49
7.0,10.0,2
3.0,10.0,11
53.0,9.0,63
8.0,10.0,10
10.0,10.0,40
8.0,10.0,10
6.0,10.0,4
7.0,10.0,2
4.0,10.0,8
9.0,10.0,49
8.0,10.0,10
11.0,10.0,6
12.0,10.0,23
4.0,10.0,8
9.0,9.0,27
10.0,10.0,40
12.0,10.0,23
8.0,10.0,10
6.0,10.0,4
8.0,10.0,10
10.0,10.0,40
11.0,10.0,6
9.0,10.0,49
7.0,10.0,2
8.0,10.0,10
12.0,10.0,23
8.0,10.0,10
6.0,9.0,13
7.0,10.0,2
5.0,9.0,90
10.0,10.0,40
12.0,10.0,23
4.0,10.0,8
4.0,10.0,8
10.0,10.0,40
7.0,10.0,2
14.0,10.0,0
6.0,10.0,4
8.0,10.0,10
6.0,10.0,4
4.0,10.0,8
10.0,10.0,40
10.0,10.0,40
12.0,10.0,23
8.0,10.0,10
5.0,10.0,1
8.0,10.0,10
6.0,10.0,4
11.0,10.0,6
9.0,10.0,49
9.0,10.0,49
5.0,10.0,1
3.0,9.0,113
9.0,10.0,49
13.0,10.0,0
8.0,10.0,10
8.0,9.0,117
8.0,10.0,10
7.0,10.0,2
11.0,10.0,6
14.0,10.0,0
4.0,10.0,8
3.0,10.0,11
11.0,10.0,6
5.0,10.0,1
5.0,10.0,1
6.0,10.0,4
5.0,10.0,1
