Term,Sax String,ClusterId
9.0,10.0,1
9.0,10.0,1
5.0,10.0,0
8.0,10.0,4
7.0,10.0,5
7.0,10.0,5
6.0,10.0,7
7.0,10.0,5
6.0,10.0,7
8.0,10.0,4
5.0,10.0,0
5.0,10.0,0
4.0,10.0,13
9.0,10.0,1
4.0,10.0,13
7.0,9.0,16
8.0,9.0,17
3.0,10.0,18
6.0,10.0,7
6.0,10.0,7
5.0,10.0,0
8.0,10.0,4
13.0,10.0,23
9.0,10.0,1
8.0,10.0,4
3.0,10.0,18
6.0,10.0,7
6.0,9.0,28
6.0,9.0,28
7.0,10.0,5
4.0,9.0,31
9.0,10.0,1
3.0,10.0,18
14.0,10.0,34
5.0,10.0,0
6.0,10.0,7
6.0,10.0,7
8.0,10.0,4
6.0,10.0,7
10.0,10.0,40
7.0,10.0,5
5.0,10.0,0
7.0,10.0,5
11.0,10.0,44
10.0,10.0,40
10.0,10.0,40
4.0,10.0,13
6.0,10.0,7
4.0,10.0,13
4.0,10.0,13
8.0,10.0,4
5.0,10.0,0
4.0,10.0,13
9.0,10.0,1
9.0,10.0,1
7.0,10.0,5
11.0,10.0,44
10.0,10.0,40
3.0,10.0,18
10.0,9.0,60
4.0,9.0,31
4.0,10.0,13
6.0,10.0,7
6.0,10.0,7
3.0,10.0,18
5.0,10.0,0
8.0,10.0,4
8.0,10.0,4
6.0,10.0,7
8.0,10.0,4
4.0,10.0,13
11.0,10.0,44
4.0,10.0,13
8.0,10.0,4
12.0,10.0,75
8.0,9.0,17
6.0,10.0,7
13.0,10.0,23
7.0,10.0,5
11.0,10.0,44
9.0,10.0,1
7.0,10.0,5
5.0,9.0,83
8.0,10.0,4
5.0,10.0,0
8.0,10.0,4
6.0,9.0,28
12.0,9.0,88
7.0,10.0,5
11.0,10.0,44
6.0,10.0,7
4.0,10.0,13
7.0,10.0,5
8.0,10.0,4
8.0,10.0,4
6.0,10.0,7
10.0,10.0,40
4.0,10.0,13
4.0,10.0,13
7.0,10.0,5
5.0,10.0,0
5.0,10.0,0
8.0,10.0,4
14.0,9.0,104
9.0,10.0,1
3.0,10.0,18
9.0,10.0,1
13.0,10.0,23
8.0,10.0,4
5.0,10.0,0
9.0,10.0,1
8.0,10.0,4
8.0,9.0,17
7.0,10.0,5
11.0,10.0,44
8.0,10.0,4
3.0,10.0,18
4.0,9.0,31
9.0,10.0,1
11.0,10.0,44
5.0,10.0,0
5.0,10.0,0
4.0,10.0,13
6.0,10.0,7
4.0,10.0,13
4.0,10.0,13
12.0,9.0,88
5.0,10.0,0
6.0,9.0,28
4.0,10.0,13
8.0,10.0,4
3.0,10.0,18
11.0,10.0,44
8.0,10.0,4
4.0,10.0,13
11.0,10.0,44
11.0,10.0,44
11.0,10.0,44
11.0,9.0,139
7.0,10.0,5
8.0,10.0,4
11.0,10.0,44
4.0,9.0,31
4.0,10.0,13
9.0,10.0,1
6.0,10.0,7
11.0,10.0,44
5.0,10.0,0
6.0,10.0,7
4.0,10.0,13
6.0,9.0,28
5.0,10.0,0
6.0,10.0,7
8.0,10.0,4
6.0,10.0,7
10.0,10.0,40
12.0,10.0,75
6.0,10.0,7
6.0,9.0,28
7.0,10.0,5
10.0,10.0,40
5.0,10.0,0
3.0,10.0,18
11.0,10.0,44
4.0,10.0,13
5.0,10.0,0
4.0,10.0,13
3.0,9.0,18
3.0,10.0,18
4.0,10.0,13
5.0,10.0,0
6.0,10.0,7
5.0,10.0,0
6.0,10.0,7
4.0,10.0,13
9.0,10.0,1
10.0,10.0,40
13.0,10.0,23
5.0,10.0,0
5.0,10.0,0
10.0,10.0,40
5.0,10.0,0
4.0,10.0,13
7.0,10.0,5
5.0,10.0,0
4.0,10.0,13
6.0,10.0,7
2.0,10.0,18
4.0,10.0,13
7.0,10.0,5
6.0,10.0,7
3.0,10.0,18
12.0,10.0,75
13.0,10.0,23
5.0,9.0,83
5.0,10.0,0
10.0,10.0,40
4.0,10.0,13
7.0,10.0,5
5.0,10.0,0
7.0,10.0,5
6.0,10.0,7
5.0,9.0,83
4.0,10.0,13
6.0,10.0,7
6.0,10.0,7
6.0,10.0,7
6.0,10.0,7
5.0,10.0,0
6.0,10.0,7
4.0,10.0,13
5.0,10.0,0
7.0,9.0,16
6.0,10.0,7
3.0,10.0,18
10.0,10.0,40
3.0,10.0,18
10.0,10.0,40
8.0,10.0,4
12.0,10.0,75
5.0,10.0,0
10.0,9.0,60
4.0,10.0,13
5.0,10.0,0
5.0,10.0,0
6.0,10.0,7
11.0,10.0,44
6.0,10.0,7
7.0,10.0,5
11.0,10.0,44
7.0,10.0,5
12.0,10.0,75
4.0,10.0,13
5.0,10.0,0
5.0,10.0,0
8.0,10.0,4
7.0,10.0,5
5.0,10.0,0
4.0,10.0,13
4.0,10.0,13
6.0,10.0,7
