Cluster ID, Term
8,keen
58,effects
12,inquirerdotnet
8,ffs
7,cdcgov
5,adarpoonawalla
8,explaining
12,whitty
15,sums
8,globally
12,deserves
85,died
8,vacci
0,trudeau
32,david
12,wil
3,dies
32,designed
58,wit
11,borisjohnsonmp
12,recommended
0,1325
12,matters
12,nyc
0,uses
15,denied
85,politico
3,approx
12,untested
32,fil
32,nyt
107,nys
85,vaccineforsouthafrica
23,voted
8,fir
28,losing
0,incompetence
107,deaths
8,nationallockdown
15,doubts
3,promoting
8,employers
5,urging
32,tuberculosis
3,ramp
85,engineers
67,saudi
8,keir
11,turning
6,scottories
32,looking
85,h1n1
32,frank
23,whos
11,tiers
8,leadertruth
8,vaccin
12,systems
3,yorks
4,shambles
8,lockdo
8,keeping
1,quicker
85,virologist
12,toget
3,flu
32,marxists
8,ella
28,deleted
0,micromanaging
58,votes
8,thisisourshot
32,clarify
8,11th
1,admits
0,shefvaidya
32,sites
67,girls
5,ford
3,sunilmath83
16,attacks
12,approvals
85,won
8,emmagf
0,justin
5,chairs
67,antibodies
11,wor
32,celebrating
85,needs
8,vials
7,patterns
8,drharshvardhan
28,bopanc
12,lauriegarrett
8,venue
4,264512
85,overturn
15,india
12,watching
67,fox
4,alert
5,teachers
8,6hcpznnyts
8,confirms
12,patents
6,rats
3,spanish
8,governors
67,texting
12,kept
7,500
32,sailorrooscout
0,504
85,venues
8,rajiv
20,placed
6,susannareid100
15,congress
3,canadian
8,electing
11,delayed
32,kasparov63
58,wsj
8,authorization
5,appeared
0,bbcbreaking
0,jails
85,portal
32,french
67,pubs
3,fro
5,advisory
12,dispatched
4,wtf
32,schemes
5,rave
15,annoucement
4,lgyjaenhmb
15,talked
0,foxclaire
6,morons
32,covaxin
3,gave
12,remotely
4,gavi
85,vardhan
11,turned
11,drneenajha
8,cheridinovo
8,settlers
67,strings
23,dire
4,vets
8,sending
15,ottawa
0,desimojito
15,sadly
15,demagogue
32,mentality
5,knew
3,distracting
15,manchin
67,alamodome
4,52m
58,places
58,disabilities
68,thattimwalker
8,fitoopnguv
3,photos
58,suggests
0,realdonaldtrump
11,morgan
85,documented
16,n501y
85,lockdown
8,brian
8,locked
8,webinar
4,gmanews
67,months
8,3rd
8,alabama
8,chosen
12,amazon
7,gaza
85,10downingstreet
0,pinker
15,warped
15,outbreaks
5,postpone
28,childrenshd
11,bbcbreakfast
5,pbhushan1
5,incompetent
3,preparations
12,kidding
3,elders
28,mutates
85,natesilver538
15,pooja
20,occupied
11,lawdymissclawdy
28,allocated
8,seruminstindia
3,allows
12,mutated
12,pempem
8,dads
0,altnews
58,sports
28,campbellclaret
15,highwiretalk
8,families
12,whilst
4,fyi
85,moncef
12,easier
3,merkel
0,sitting
15,remarks
1,registered
3,devisridhar
3,promised
4,speaking
3,shifts
3,hundreds
3,promises
0,breaking
0,gotte
0,gotta
3,lowered
32,diseases
3,thei
32,lagging
1,node
1,vaccinate
0,vaccinati
0,expire
32,donors
8,viral
15,mutant
3,commentary
3,donated
15,checking
20,discovered
12,thatginamiller
28,bells
0,bbcpolitics
32,seniors
5,pune
12,impeachments
5,omg
23,nzclg2z3z6
32,seen
12,kenya
12,george
0,liar
5,email
67,incarcerated
0,sedi
32,tories
8,xa0
20,started
0,nyccomptroller
8,deepak
15,buying
58,threatens
0,coronavaccine
8,rules
3,nebraska
32,briefing
4,newsom
32,countri
0,rupert
8,46000
12,details
85,aids
4,bengal
4,mkhize
3,treated
15,dentists
58,purchases
12,mikegalsworthy
15,ops
5,purchased
67,slaughtering
11,sees
11,procurement
32,suggesting
3,libt
133,changed
12,floydshivambu
58,punt
15,kinsellawarren
3,medicines
1,changes
5,cnfmc8fiu6
7,frustrating
15,paulreiddublin
8,approving
3,expects
85,summoned
12,witho
28,lies
5,borisjohnson
68,inoculated
0,johnredwood
0,cases
8,alfds
15,securing
3,mandates
1,stafara1
12,drleanawen
6,lied
28,ttindia
15,ifyouseekkae
3,populist
58,anthony
67,arvindkejriwal
16,held
8,phbarratt
32,400000
58,april
6,craigaspencer
8,closing
5,ontario
5,positivity
3,frontlines
32,sarscov2
12,cons
67,oann
12,teams
0,makers
15,scroll
1,elections
20,disneyland
8,richardgrenell
7,indoor
12,donnellystephen
28,betty
16,newworldorder
12,peterhotez
5,nope
0,precautions
32,fud31
11,promo
67,ramaphosa
1,gen
3,transcript
11,wouldve
3,continues
12,sensible
67,ove
3,4am
6,drkhorsk
28,jpnadda
12,cbcqueenspark
8,puts
85,forcing
3,ended
0,ricketts
23,rousers
8,thru
32,dallas
28,blog
28,distributing
16,consequences
8,avoiding
3,nytimes
11,nycmayor
8,fordnation
23,skynews
3,sent
8,modernatx
8,ending
15,efforts
67,ajenglish
15,140m
5,hancocks
3,clinically
3,expenses
1,youtube
11,narendramodi
15,contacted
12,kizzmekia
12,dave
11,aint
32,challenges
8,giv
12,foxnews
20,ibrox
0,disappointing
67,regimen
8,herd
8,affairs
0,mutate
3,costs
8,stating
12,stories
3,aims
8,sputnik
15,groups
1,allowing
28,nprinskeep
8,bogochisaac
58,tuesday
12,covidvaccine
23,scams
85,york
11,rajat
67,locations
5,german
0,amysiskind
15,moderna
28,pharmacist
15,palestinians
85,rexchapman
85,slower
15,begins
8,protected
12,wasted
0,youd
12,cuomos
3,wins
12,surbiton
15,thur
16,smallpox
8,volunteers
32,niagara
8,covi
0,unveils
15,77346
3,educators
12,epitope
8,gmb
15,arrives
85,entitled
8,congi
11,defence
8,concluded
6,yashar
8,talking
12,booster
8,youre
58,arrived
6,19xa0vaccine
15,swadeshi
15,therecount
15,editorial
3,committed
67,licensed
8,sets
0,defends
8,faced
5,ruined
6,kevinmaguire
8,americans
0,bbcnews
0,speaks
12,pfizer
3,days
0,timeline
12,faces
8,god
85,posing
8,reports
12,zahawi
4,gop
12,modernas
12,got
12,gov
12,miami
12,pac
85,wheres
4,drranj
67,bnodesk
3,par
3,tracing
5,shipment
32,visibility
6,pax
32,european
0,gps
68,andrew
5,firstsquawk
0,candidates
8,slots
11,wionews
12,immunised
8,labs
12,sobering
3,600
0,sinking
0,claims
0,scenes
15,folks
58,shocking
0,grhutchinson
28,chile
12,withholding
3,germany
28,taxpayers
11,inoculation
3,producing
0,2840000
85,ramps
28,gavin
23,sandraweeden
85,pcr
8,brexit
0,covie93
20,vaxxers
0,aaronjcarpenter
3,alberta
15,joeytuan
11,occurring
0,monarchist
85,china
85,inject
3,named
15,cleavonmd
3,considered
8,mutants
6,american
11,delivered
4,staunchly
20,americas
0,unconscionable
8,farage
3,russia
12,decisive
15,heroes
68,fraudster
15,palestinian
67,greghuntmp
85,peo
0,africa
0,duque
8,masks
8,abysmal
32,alright
12,pfe
20,cuomo
85,cnnphilippines
11,yadav
11,i3uztlmmbx
3,mariofusco
0,batches
5,dodgers
0,meghupdates
8,kinda
32,monday
4,laid
0,robust
8,gonna
3,bought
11,worrying
8,discussed
5,emanews
28,ryanlcooper
4,tulsigabbard
15,essexpr
32,englands
0,phd
5,names
6,davidkurten
5,prisons
12,simigarewal
107,mums
0,kailashchandobe
28,covid
3,hectorealcala
12,prevents
107,pic
58,immunocompromised
8,oregongovbrown
8,kidney
5,earlier
0,preventable
12,members
12,lakh
4,surge
32,madhya
3,4th
5,affected
12,firefighters
5,theyd
8,simplified
67,thehill
8,arms
3,october
32,virginia
8,5000
11,rising
0,nychealthy
15,marabi
0,policies
0,units
68,citys
0,squawkcnbc
67,youve
3,tier
58,intended
8,prisonplanet
12,friday
5,tied
4,tracyzille
12,odisha
1,pla
0,pharmacists
8,afneil
3,myanmar
6,italian
15,timesnow
11,followed
85,filipinos
12,botch
15,pls
3,fraudsters
15,sinovac
107,defeating
3,paulanthonythor
8,refusing
3,cbsnews
58,jayapal
28,helenbranswell
20,chrisshipitv
8,devorguillascot
6,premiers
32,botched
3,pms
4,nurseries
0,thinks
5,events
32,discussing
8,began
3,hillier
11,lawler4ny
3,staceyabrams
0,zerohedge
16,vaxxer
8,boothroyd
28,bhopal
3,populations
8,actions
15,cherokee
4,oow3rk2mxa
85,giving
3,facts
12,countrys
85,pos
11,cowin
5,impeachment
0,faheemyounus
0,gives
6,latest
1,hashtag
15,neurophysik
0,pointless
12,christ
8,ppe
3,beating
85,karlminns
28,refresh
32,politicians
0,ppl
8,diagram
28,realise
15,1richieallen
8,paramedics
8,106000
0,fridge
12,smith
5,had
32,sabotaging
28,hai
6,conservatives
4,scotgov
11,things
32,scheduling
32,has
12,hav
15,offers
23,mrjamesob
23,pre
0,peop
32,batch
15,zweli
20,eeberquist
3,katherineefoley
0,ancalerts
12,checks
3,fredo
20,playing
15,prasannavishy
6,employees
3,brazils
23,updated
16,warp
5,netanyahu
3,yolointheph
4,trumpism
12,asking
0,psg
28,jewish
3,complaining
0,updates
67,anaheim
32,yea
8,ends
15,denying
12,pharmacies
8,hcw
67,overview
32,yep
0,enca
16,cnnbrk
0,shehusani
8,medics
32,clarity
85,pub
11,albomp
28,number10cat
0,krystalball
67,youll
11,hea
15,jjxo4qwzxm
0,governments
11,multi
0,identified
5,80000
12,universities
16,trac
67,fqvxo9if
11,hes
3,authorized
28,options
0,cjisnowblue
15,grows
15,gobbling
8,reassuring
32,having
12,pedal
3,laws
28,russian
32,saketgokhale
0,iran
11,supreme
12,ambulance
3,chris
68,asshole
5,attenborough
7,freethinker
7,tvmohandaspai
5,oxfordvacgroup
12,questioning
58,nycs
58,greatgameindia
3,pfizerbiontech
12,confirmed
11,hoax
12,bucksexton
5,ways
15,emphasized
58,samlogic
85,disinformation
15,adani
107,clicking
3,covidvaccination
3,terrified
6,disgrace
12,eugenics
8,hhs
12,january
107,chat
5,stopvaccinepolitics
15,alinouriphd
3,pakistan
32,wondering
3,hiv
16,answering
0,gagandeep
15,funds
8,britains
0,ptinews
3,flores
8,rollout
6,uptake
15,canadas
32,talkradio
85,hurts
12,tedcruz
0,fibre
8,ableg
12,reveals
0,asap
8,percent
3,visits
8,september
8,sounds
68,ctvnews
11,kendricklamar
8,portuguese
5,banned
3,gatorsdaily
68,posting
4,emmakennytv
20,tweeted
8,helenrsalisbury
8,ossoff
11,listed
15,dougducey
15,bmjlatest
12,ontarians
67,13th
12,been
85,safer
12,videos
5,abby
58,predictable
15,douglas4moray
12,delighted
15,july
85,christine
16,warren
16,wheatnoil
8,jeanef1msp
12,trying
12,deals
15,abc7
58,millions
23,jonathanwitt
15,beds
67,advising
3,mega
0,hotline
8,comes
12,unsafe
8,peter
1,rebuffs
0,neilclark66
15,cites
8,biontechs
23,spreads
3,befo
32,democrats
3,marco
12,outraged
3,chik
68,thursday
12,sbattrawden
12,hpv
32,tells
85,june
0,sandra
5,calls
8,nowthisnews
67,scotus
23,yrs
6,serum
15,putting
58,questions
15,ukdomainnames
16,enjoying
4,scotland
0,chinese
12,absurd
15,abrams
3,ukdemocrat
15,listened
8,injecting
5,ignored
67,californias
12,hrs
6,2000
133,narrativ
15,marklevinenyc
32,granting
8,hse
28,scammers
3,prioritizing
6,carrying
11,waiting
16,purchasing
20,juliahb1
28,hannahlouisef
15,jeremyclarkson
12,tennessee
3,yup
8,exposed
12,tomhfh
8,diego
3,passed
32,shameful
0,sold
32,idiot
32,htt
4,2022
32,affects
32,2021
28,2020
8,drtomfrieden
3,killed
32,michael
15,2019
12,genocidal
28,hub
0,meltingswans
8,owned
15,decades
15,questione
3,injection
32,tweeting
8,meeee
3,reaches
0,arguing
3,answers
6,dropped
32,variants
15,effi
0,tracking
12,america
68,750
85,uniofoxford
11,fathom
5,guidelines
15,fa9v6wgbbz
15,liamyoung
20,assertions
8,danpriceseattle
20,gujarat
5,peterstefanovi2
8,livelihoods
12,reached
16,asks
15,cancelled
85,exsecular
8,singh
6,acting
8,britain
58,granger
0,michaelharriot
16,headed
12,products
15,robert
4,astrazene
0,austin
58,blair
28,authorisation
0,sanjaydixit
12,nigeria
3,marks
32,duttyjermz
15,fiji
28,corrected
68,mediterranean
32,dailymailuk
3,cyril
4,trusted
12,cheaper
16,rtcom
3,backlash
5,british
28,distancing
32,depopulation
15,dcgi
8,confused
8,reviews
85,cities
3,sooner
32,floated
8,steps
8,friends
15,chamath
1,danrather
12,scientists
3,true
67,tactics
11,sore
32,accolades
12,astra
6,petty
3,problems
0,arrested
5,borders
11,technicians
0,certificate
28,appears
67,mollyknight
5,heard
8,excitements
3,recieve
0,falling
28,irans
3,katyjayne101
32,ontarios
8,abou
5,vowing
3,drjacobsrad
15,shocked
15,therussell
8,opinions
15,writes
5,cdmblogs
0,chrislhayes
4,giddy
8,ddale8
8,quotes
3,quoted
3,ignorant
15,downing
0,sticking
3,based
67,backdrop
28,mets
11,drzwelimkhize
20,buckingham
11,sudhirchaudhary
11,frontline
28,disastrous
4,breakingnews
11,programs
3,infectious
15,saturday
28,marktopps
15,grandparents
85,illinois
133,govts
8,spectatorindex
15,plants
0,christian
0,excess
15,suppr
11,rebellion
68,quicktake
11,dgurdasani1
28,cmoengland
0,salmannizami
0,simon
8,trips
16,showed
8,reactions
0,dloesch
5,adverse
11,coordinated
8,announces
28,alarming
1,conditional
85,nhsmillion
0,spike
28,leaves
11,mithisamotho
5,infections
12,provincial
23,icu
3,zee
0,flavored
8,klutz
11,elected
