0 0 0 0 0 0 0 0 0 0
332 114 114 114 114 114 114 114 114 114
0 0 0 0 0 0 0 0 0 0
112 34 34 34 34 34 34 34 34 34
43 16 16 16 16 16 16 16 16 16
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
13 16 16 16 16 16 16 16 16 16
0 0 0 0 0 0 0 0 0 0
2207 2898 2898 2898 2898 2898 2898 2898 2898 2898
28 39 39 39 39 39 39 39 39 39
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
48 28 28 28 28 28 28 28 28 28
14 119 119 119 119 119 119 119 119 119
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
165 377 377 377 377 377 377 377 377 377
21 39 39 39 39 39 39 39 39 39
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
15 12 12 12 12 12 12 12 12 12
2 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
7 3 3 3 3 3 3 3 3 3
27 14 14 14 14 14 14 14 14 14
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
39 114 114 114 114 114 114 114 114 114
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
608 370 370 370 370 370 370 370 370 370
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
3 0 0 0 0 0 0 0 0 0
0 1 1 1 1 1 1 1 1 1
202 83 83 83 83 83 83 83 83 83
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
438 331 331 331 331 331 331 331 331 331
7 108 108 108 108 108 108 108 108 108
208 258 258 258 258 258 258 258 258 258
4 1 1 1 1 1 1 1 1 1
193 162 162 162 162 162 162 162 162 162
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
268 70 70 70 70 70 70 70 70 70
25 19 19 19 19 19 19 19 19 19
0 0 0 0 0 0 0 0 0 0
518 708 708 708 708 708 708 708 708 708
3 1 1 1 1 1 1 1 1 1
40 31 31 31 31 31 31 31 31 31
0 0 0 0 0 0 0 0 0 0
2144 2805 2805 2805 2805 2805 2805 2805 2805 2805
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
36 25 25 25 25 25 25 25 25 25
0 0 0 0 0 0 0 0 0 0
222 147 147 147 147 147 147 147 147 147
6 1 1 1 1 1 1 1 1 1
0 0 0 0 0 0 0 0 0 0
124 67 67 67 67 67 67 67 67 67
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
150 76 76 76 76 76 76 76 76 76
5 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
49 36 36 36 36 36 36 36 36 36
15 23 23 23 23 23 23 23 23 23
51 50 50 50 50 50 50 50 50 50
13 55 55 55 55 55 55 55 55 55
0 0 0 0 0 0 0 0 0 0
2 56 56 56 56 56 56 56 56 56
0 0 0 0 0 0 0 0 0 0
