7 27 27 27 27 27 27 27 27 27
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
102 112 112 112 112 112 112 112 112 112
11 46 46 46 46 46 46 46 46 46
1 1 1 1 1 1 1 1 1 1
15 14 14 14 14 14 14 14 14 14
0 1 1 1 1 1 1 1 1 1
0 0 0 0 0 0 0 0 0 0
33 42 42 42 42 42 42 42 42 42
10 11 11 11 11 11 11 11 11 11
0 0 0 0 0 0 0 0 0 0
804 725 725 725 725 725 725 725 725 725
7 9 9 9 9 9 9 9 9 9
0 0 0 0 0 0 0 0 0 0
10 28 28 28 28 28 28 28 28 28
0 1 1 1 1 1 1 1 1 1
14 21 21 21 21 21 21 21 21 21
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
11 16 16 16 16 16 16 16 16 16
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
162 112 112 112 112 112 112 112 112 112
64 11 11 11 11 11 11 11 11 11
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
7 8 8 8 8 8 8 8 8 8
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
3 14 14 14 14 14 14 14 14 14
402 156 156 156 156 156 156 156 156 156
0 3 3 3 3 3 3 3 3 3
0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0
65 77 77 77 77 77 77 77 77 77
198 11 11 11 11 11 11 11 11 11
0 0 0 0 0 0 0 0 0 0
300 304 304 304 304 304 304 304 304 304
38 15 15 15 15 15 15 15 15 15
107 80 80 80 80 80 80 80 80 80
42 42 42 42 42 42 42 42 42 42
26 26 26 26 26 26 26 26 26 26
94 33 33 33 33 33 33 33 33 33
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
10 40 40 40 40 40 40 40 40 40
20 23 23 23 23 23 23 23 23 23
0 0 0 0 0 0 0 0 0 0
236 214 214 214 214 214 214 214 214 214
14 11 11 11 11 11 11 11 11 11
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
1282 820 820 820 820 820 820 820 820 820
0 0 0 0 0 0 0 0 0 0
5 11 11 11 11 11 11 11 11 11
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
37 239 239 239 239 239 239 239 239 239
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
23 30 30 30 30 30 30 30 30 30
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 1 1 1 1 1 1 1 1 1
25 81 81 81 81 81 81 81 81 81
1 0 0 0 0 0 0 0 0 0
33 25 25 25 25 25 25 25 25 25
16 13 13 13 13 13 13 13 13 13
0 0 0 0 0 0 0 0 0 0
2 6 6 6 6 6 6 6 6 6
0 0 0 0 0 0 0 0 0 0
10 33 33 33 33 33 33 33 33 33
28 13 13 13 13 13 13 13 13 13
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
305 223 223 223 223 223 223 223 223 223
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
12 11 11 11 11 11 11 11 11 11
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
