0 0 0 0 0 0 0 0 0 0
179 191 191 191 191 191 191 191 191 191
48 49 49 49 49 49 49 49 49 49
0 0 0 0 0 0 0 0 0 0
10 7 7 7 7 7 7 7 7 7
49 54 54 54 54 54 54 54 54 54
0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0
15 44 44 44 44 44 44 44 44 44
1 0 0 0 0 0 0 0 0 0
1192 985 985 985 985 985 985 985 985 985
44 26 26 26 26 26 26 26 26 26
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
21 13 13 13 13 13 13 13 13 13
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
362 419 419 419 419 419 419 419 419 419
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
126 151 151 151 151 151 151 151 151 151
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
92 20 20 20 20 20 20 20 20 20
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
1 3 3 3 3 3 3 3 3 3
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
21 11 11 11 11 11 11 11 11 11
0 0 0 0 0 0 0 0 0 0
242 264 264 264 264 264 264 264 264 264
0 0 0 0 0 0 0 0 0 0
2 1 1 1 1 1 1 1 1 1
0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0
66 158 158 158 158 158 158 158 158 158
0 0 0 0 0 0 0 0 0 0
398 507 507 507 507 507 507 507 507 507
30 12 12 12 12 12 12 12 12 12
153 244 244 244 244 244 244 244 244 244
56 10 10 10 10 10 10 10 10 10
87 83 83 83 83 83 83 83 83 83
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
71 42 42 42 42 42 42 42 42 42
0 0 0 0 0 0 0 0 0 0
30 21 21 21 21 21 21 21 21 21
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
367 336 336 336 336 336 336 336 336 336
30 7 7 7 7 7 7 7 7 7
