94 41 41 41 41 41 41 41 41 41
241 26 26 26 26 26 26 26 26 26
0 1 1 1 1 1 1 1 1 1
135 74 74 74 74 74 74 74 74 74
133 61 61 61 61 61 61 61 61 61
0 0 0 0 0 0 0 0 0 0
4 7 7 7 7 7 7 7 7 7
56 71 71 71 71 71 71 71 71 71
6 4 4 4 4 4 4 4 4 4
17 3 3 3 3 3 3 3 3 3
0 0 0 0 0 0 0 0 0 0
1198 1240 1240 1240 1240 1240 1240 1240 1240 1240
56 45 45 45 45 45 45 45 45 45
0 125 125 125 125 125 125 125 125 125
0 0 0 0 0 0 0 0 0 0
63 13 13 13 13 13 13 13 13 13
8 18 18 18 18 18 18 18 18 18
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
2802 439 439 439 439 439 439 439 439 439
27 35 35 35 35 35 35 35 35 35
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
11 3 3 3 3 3 3 3 3 3
1 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
1 1 1 1 1 1 1 1 1 1
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
27 30 30 30 30 30 30 30 30 30
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
3 5 5 5 5 5 5 5 5 5
33 7 7 7 7 7 7 7 7 7
224 329 329 329 329 329 329 329 329 329
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0
0 1 1 1 1 1 1 1 1 1
58 88 88 88 88 88 88 88 88 88
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
648 403 403 403 403 403 403 403 403 403
37 17 17 17 17 17 17 17 17 17
119 109 109 109 109 109 109 109 109 109
13 10 10 10 10 10 10 10 10 10
